Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
drug reaction,itching,stomach pain,painful urination,spotting urination,,,,,,,,,,,,,
drug reaction,itching,skin rash,painful urination,spotting urination,,,,,,,,,,,,,
drug reaction,itching,skin rash,stomach pain,spotting urination,,,,,,,,,,,,,
drug reaction,itching,skin rash,stomach pain,painful urination,,,,,,,,,,,,,
drug reaction,skin rash,stomach pain,painful urination,spotting urination,,,,,,,,,,,,,
drug reaction,itching,stomach pain,painful urination,spotting urination,,,,,,,,,,,,,
drug reaction,itching,skin rash,painful urination,spotting urination,,,,,,,,,,,,,
drug reaction,itching,skin rash,stomach pain,spotting urination,,,,,,,,,,,,,
drug reaction,itching,skin rash,stomach pain,painful urination,,,,,,,,,,,,,
peptic ulcer diseae,vomiting,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,
peptic ulcer diseae,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,
peptic ulcer diseae,vomiting,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,abdominal pain,passage of gases,internal itching,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,passage of gases,internal itching,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,internal itching,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,
peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,
AIDS,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,,
AIDS,muscle wasting,high fever,extra marital contacts,,,,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,extra marital contacts,,,,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,,,,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,
AIDS,patches in throat,high fever,extra marital contacts,,,,,,,,,,,,,,
AIDS,muscle wasting,high fever,extra marital contacts,,,,,,,,,,,,,,
AIDS,muscle wasting,patches in throat,high fever,,,,,,,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,
diabetes,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,,
diabetes,fatigue,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,,
diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,,
diabetes,fatigue,weight loss,restlessness,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,blurred and distorted vision,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,obesity,excessive hunger,increased appetite,excessive urination,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,excessive hunger,increased appetite,excessive urination,,,,,,,,
diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,increased appetite,excessive urination,,,,,,,,
gastroenteritis,vomiting,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,
gastroenteritis,vomiting,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,
gastroenteritis,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,,
gastroenteritis,vomiting,dehydration,diarrhea,,,,,,,,,,,,,,
gastroenteritis,vomiting,sunken eyes,diarrhea,,,,,,,,,,,,,,
gastroenteritis,vomiting,sunken eyes,dehydration,,,,,,,,,,,,,,
gastroenteritis,vomiting,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,
gastroenteritis,sunken eyes,dehydration,diarrhea,,,,,,,,,,,,,,
gastroenteritis,vomiting,dehydration,diarrhea,,,,,,,,,,,,,,
gastroenteritis,vomiting,sunken eyes,diarrhea,,,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,
bronchial asthma,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,,
bronchial asthma,fatigue,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,,
bronchial asthma,fatigue,cough,breathlessness,family history,mucoid sputum,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,family history,mucoid sputum,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,breathlessness,mucoid sputum,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,breathlessness,family history,,,,,,,,,,,,
bronchial asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,
bronchial asthma,cough,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,,
bronchial asthma,fatigue,high fever,breathlessness,family history,mucoid sputum,,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,
hypertension,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,,
hypertension,headache,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,,
hypertension,headache,chest pain,loss of balance,lack of concentration,,,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,lack of concentration,,,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,loss of balance,,,,,,,,,,,,,
hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,
hypertension,chest pain,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,,
hypertension,headache,dizziness,loss of balance,lack of concentration,,,,,,,,,,,,,
hypertension,headache,chest pain,loss of balance,lack of concentration,,,,,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,
migraine,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,
migraine,acidity,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,
migraine,acidity,indigestion,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,
migraine,acidity,indigestion,headache,excessive hunger,stiff neck,depression,irritability,visual disturbances,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,stiff neck,depression,irritability,visual disturbances,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,depression,irritability,visual disturbances,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,irritability,visual disturbances,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,visual disturbances,,,,,,,,,
migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
cervical spondylosis,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,,
cervical spondylosis,back pain,neck pain,dizziness,loss of balance,,,,,,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,dizziness,loss of balance,,,,,,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,loss of balance,,,,,,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,,,,,,,,,,,,,
cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,
cervical spondylosis,weakness in limbs,neck pain,dizziness,loss of balance,,,,,,,,,,,,,
cervical spondylosis,back pain,neck pain,dizziness,loss of balance,,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,
brain hemorrhage,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,,
brain hemorrhage,vomiting,weakness of one body side,altered mental state,,,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,altered mental state,,,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,,,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,
brain hemorrhage,headache,weakness of one body side,altered mental state,,,,,,,,,,,,,,
brain hemorrhage,vomiting,weakness of one body side,altered mental state,,,,,,,,,,,,,,
brain hemorrhage,vomiting,headache,altered mental state,,,,,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,
jaundice,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,
jaundice,itching,fatigue,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,
jaundice,itching,vomiting,weight loss,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,
jaundice,itching,vomiting,fatigue,high fever,yellowish skin,dark urine,abdominal pain,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,yellowish skin,dark urine,abdominal pain,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,dark urine,abdominal pain,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,abdominal pain,,,,,,,,,,
jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,muscle pain,,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,
malaria,vomiting,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,,
malaria,chills,high fever,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,,
malaria,chills,vomiting,sweating,headache,nausea,diarrhea,muscle pain,,,,,,,,,,
malaria,chills,vomiting,high fever,headache,nausea,diarrhea,muscle pain,,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,nausea,diarrhea,muscle pain,,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,diarrhea,muscle pain,,,,,,,,,,
malaria,chills,vomiting,high fever,sweating,headache,nausea,muscle pain,,,,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,
chicken pox,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,skin rash,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,skin rash,fatigue,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,mild fever,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,swelled lymph nodes,malaise,red spots over body,,,,,,,
chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,malaise,red spots over body,,,,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,muscle pain,red spots over body,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,red spots over body,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,
dengue,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,
dengue,skin rash,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,
dengue,skin rash,chills,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,
dengue,skin rash,chills,joint pain,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,
dengue,skin rash,chills,joint pain,vomiting,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,
dengue,skin rash,chills,joint pain,vomiting,fatigue,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,,,,
typhoid fever,chills,vomiting,fatigue,high fever,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,diarrhea,toxic look (toxemia),belly pain,,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,toxic look (toxemia),belly pain,,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,belly pain,,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,
typhoid fever,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,
typhoid fever,chills,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhea,toxic look (toxemia),belly pain,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,
hepatitis A,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,,
hepatitis A,joint pain,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,,
hepatitis A,joint pain,vomiting,dark urine,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,,
hepatitis A,joint pain,vomiting,yellowish skin,dark urine,loss of appetite,abdominal pain,diarrhea,mild fever,yellowing of eyes,muscle pain,,,,,,,
